geo_accession,Seq,hsa-miR-320a,hsa-miR-575,hsa-miR-602,hsa-miR-614,hsa-miR-620,hsa-miR-638,hsa-miR-663a,hsa-miR-92a-2-5p,hsa-miR-135a-3p,hsa-miR-125a-3p,hsa-miR-92b-5p,hsa-miR-885-3p,hsa-miR-887-3p,hsa-miR-939-5p,hsa-miR-1228-5p,hsa-miR-1203,hsa-miR-1258,hsa-miR-1262,hsa-miR-1268a,hsa-miR-1307-3p,hsa-miR-1469,hsa-miR-1909-3p,hsa-miR-1915-3p,hsa-miR-3141,hsa-miR-3156-5p,hsa-miR-3178,hsa-miR-3180-3p,hsa-miR-3184-5p,hsa-miR-3187-3p,hsa-miR-3194-5p,hsa-miR-4294,hsa-miR-4276,hsa-miR-4286,hsa-miR-3180,hsa-miR-642b-3p,hsa-miR-4433a-3p,hsa-miR-4435,hsa-miR-4449,hsa-miR-4464,hsa-miR-4481,hsa-miR-4492,hsa-miR-4526,hsa-miR-4530,hsa-miR-4532,hsa-miR-3940-5p,hsa-miR-4634,hsa-miR-4648,hsa-miR-4649-5p,hsa-miR-4675,hsa-miR-4687-5p,hsa-miR-4707-3p,hsa-miR-4728-5p,hsa-miR-4730,hsa-miR-4734,hsa-miR-4741,hsa-miR-4746-3p,hsa-miR-4758-5p,hsa-miR-4783-3p,hsa-miR-4787-5p,hsa-miR-5195-3p,hsa-miR-5572,hsa-miR-197-5p,hsa-miR-1233-5p,hsa-miR-1238-5p,hsa-miR-6088,hsa-miR-6090,hsa-miR-6131,hsa-miR-6501-5p,hsa-miR-128-1-5p,hsa-miR-328-5p,hsa-miR-1343-5p,hsa-miR-6729-5p,hsa-miR-6749-5p,hsa-miR-6756-5p,hsa-miR-6765-5p,hsa-miR-6766-5p,hsa-miR-6768-5p,hsa-miR-6769a-5p,hsa-miR-6781-5p,hsa-miR-6784-5p,hsa-miR-6786-5p,hsa-miR-6787-5p,hsa-miR-6798-5p,hsa-miR-6802-5p,hsa-miR-6805-5p,hsa-miR-6805-3p,hsa-miR-6816-5p,hsa-miR-6825-5p,hsa-miR-6858-5p,hsa-miR-6861-5p,hsa-miR-6869-5p,hsa-miR-6875-5p,hsa-miR-6885-5p,hsa-miR-6889-5p,hsa-miR-7110-5p,hsa-miR-7114-5p,hsa-miR-7704,hsa-miR-8059,hsa-miR-8069,hsa-miR-8073,Breast Cancer
2852770,2,3.85,6.983,5.558,8.908,-4.279,12.615,10.235,8.205,6.656,6.87,8.365,4.854,7.192,6.698,12.284,7.52,-4.279,-4.279,11.351,5.76,10.075,9.185,10.778,7.564,1.855,11.885,9.317,8.061,5.437,4.549,10.363,5.543,5.79,8.849,8.179,6.511,5.771,6.404,-4.279,5.676,10.157,4.515,9.704,11.016,12.259,8.997,5.663,9.562,6.921,5.253,7.238,6.93,10.964,11.864,9.945,6.917,8.51,5.32,13.405,5.739,6.207,7.296,10.233,5.56,10.015,12.871,8.413,4.085,7.566,11.141,10.098,12.413,9.274,8.02,10.81,5.366,9.123,6.605,10.418,11.869,12.366,8.459,10.031,7.758,11.037,7.139,10.293,6.463,8.047,6.756,13.405,9.022,10.239,7.545,7.134,7.742,13.161,9.309,12.755,5.492,0
2852771,5,4.209,6.949,5.763,9.723,5.619,12.893,10.531,7.721,5.651,6.786,8.501,-2.03,7.571,7.494,12.321,6.886,-2.03,-2.03,11.528,5.382,10.443,9.498,10.943,7.525,-2.03,12.364,9.475,7.785,4.747,4.684,10.432,4.661,6.058,9.026,8.514,6.555,5.27,5.786,-2.03,5.514,11.246,4.854,9.981,11.27,12.379,9.203,5.733,9.965,7.267,4.145,7.432,7.258,10.543,12.177,10.108,7.566,8.69,5.019,13.786,5.873,7.214,7.606,10.352,5.835,10.205,13.062,8.215,2.747,8.022,11.267,10.29,12.824,9.485,8.275,11.208,5.426,9.69,6.245,10.499,12.274,12.566,8.57,10.625,7.974,11.356,7.951,10.81,7.169,8.196,6.561,13.645,9.092,10.307,7.221,8.311,8.281,13.499,9.874,13.261,6.41,0
2852772,3,4.348,5.489,5.656,8.656,-2.698,12.606,9.942,8.017,6.374,4.853,7.873,4.253,7.039,7.953,12.065,7.042,-2.698,-2.698,11.138,5.519,10.22,9.307,10.786,9.318,1.338,11.824,9.113,7.984,5.664,4.809,9.516,4.907,4.885,9.008,8.6,7.193,4.943,6.597,-2.698,5.062,10.224,4.642,8.542,11.605,12.319,9.062,6.442,10.128,6.839,4.749,6.963,6.69,11.143,12.235,9.505,6.297,8.651,5.283,13.557,5.853,7.375,6.734,10.182,5.885,10.205,12.928,6.469,4.194,7.795,10.739,9.575,12.597,9.243,8.063,11.112,5.105,9.155,6.307,10.441,12.454,12.552,7.994,10.289,7.728,11.183,8.487,10.666,7.568,7.741,6.568,13.898,9.101,10.624,7.505,8.514,7.723,13.569,9.15,12.784,6.124,0
2852773,2,4.459,6.556,5.96,8.942,-2.762,12.924,10.798,8.295,6.736,5.589,8.706,4.494,6.969,7.402,12.264,6.778,-2.762,-2.762,11.286,5.704,10.793,9.218,10.796,7.565,3.47,12.083,9.247,7.859,5.836,5.652,10.53,5.499,5.653,8.908,8.297,6.906,6.767,6.855,-2.762,6.197,10.408,4.425,9.417,11.589,12.452,9.034,5.316,10.183,6.994,5.789,6.624,7.032,10.847,12.432,9.938,6.725,8.532,5.411,13.749,5.9,6.906,6.972,10.437,5.771,10.509,13.079,6.379,4.36,7.488,10.969,9.855,12.822,9.22,8.046,10.928,5.267,9.659,6.27,10.502,12.366,12.699,7.691,10.666,7.727,11.245,7.908,10.585,7.58,8.344,7.192,13.879,8.951,10.655,8.003,8.187,8.293,13.67,9.319,13.046,6.026,0
2852774,8,4.666,7.393,6.279,9.61,-2.59,13.406,10.834,7.664,6.072,6.748,8.264,4.94,7.603,7.631,12.549,6.98,2.897,-0.309,11.669,5.735,10.755,9.395,10.998,7.785,3.425,12.561,9.584,7.933,6.044,5.256,10.536,5.862,6.206,9.354,8.422,6.678,6.691,7.4,-2.59,6.689,11.03,4.5,9.909,11.839,12.475,9.647,4.817,10.081,7.337,5.516,7.589,6.902,10.107,12.657,10.034,7.064,8.532,5.636,13.978,6.124,6.623,7.44,10.378,5.301,10.71,13.254,6.761,4.058,6.909,11.315,10.417,13.17,9.501,7.977,11.189,5.784,9.578,6.335,10.588,12.258,12.878,7.977,10.849,7.927,11.145,8.248,10.783,7.141,8.123,6.737,14.152,8.889,10.533,7.696,7.969,7.546,13.7,9.684,13.513,6.537,0
2852775,10,5.222,7.559,5.788,9.321,-2.635,12.883,10.587,8.782,6.74,6.004,8.668,4.887,7.068,7.305,11.758,6.404,-2.635,-2.635,11.22,5.619,10.778,8.832,10.872,7.625,3.609,12.039,9.078,7.434,6.526,6.548,11.044,5.506,5.247,9.166,8.308,6.857,8.221,7.545,-2.635,6.609,10.59,4.865,10.889,11.253,12.329,9.097,5.808,9.78,7.301,6.08,6.605,7.218,10.635,12.436,9.843,6.75,8.468,5.646,13.784,6.999,6.606,7.426,10.941,5.927,10.721,12.996,6.379,5.52,7.29,11.104,10.173,12.843,9.483,8.983,10.964,6.089,10.145,7.259,10.65,12.169,12.71,8.116,11.055,7.807,11.082,7.981,10.578,8.055,8.37,6.997,13.675,8.936,10.585,8.42,7.624,8.679,13.746,10.008,13.058,6.523,0
2852776,2,4.967,6.716,6.685,9.035,3.192,13.245,10.643,8.043,7.613,5.823,9.099,4.302,6.833,6.788,12.092,7.417,0.769,-2.853,10.943,6.085,10.839,9.281,11.082,7.729,2.036,12.175,9.368,7.644,5.717,5.638,10.648,5.5,4.893,8.709,8.904,7.011,6.655,7.483,0.317,6.201,10.757,5.013,9.587,12.204,12.501,9.736,5.212,10.773,7.259,5.564,7.425,6.919,11.548,12.778,9.742,6.392,8.62,5.846,14.086,6.004,6.55,6.813,10.886,5.58,10.448,13.218,6.502,5.045,7.427,10.828,9.758,13.152,9.848,8.099,11.24,5.292,9.811,6.732,10.55,12.44,12.961,8.112,10.344,7.999,11.642,7.858,10.67,7.447,8.323,7.145,14.186,9.127,11.341,7.812,7.304,8.432,14.156,9.221,13.008,6.884,0
2852777,5,4.416,6.869,6.383,9.306,-2.29,12.99,9.969,8.06,6.457,6.025,8.013,4.205,7.294,6.97,11.793,6.937,-2.29,3.62,11.351,5.423,10.45,9.289,11.08,7.135,4.332,12.385,9.189,7.502,5.761,4.62,9.838,5.701,6.127,9.129,8.44,6.64,5.67,6.135,2.601,5.243,10.512,4.192,9.586,11.492,12.604,9.503,6.456,10.099,7.065,5.815,7.21,6.824,10.93,12.701,9.985,7.405,8.604,4.927,13.864,5.829,6.582,7.261,10.723,6.313,10.55,13.119,10.32,1.323,7.764,11.05,10.021,12.986,9.743,7.829,10.991,6.375,9.039,7.026,10.727,12.397,12.79,8.365,10.829,7.641,11.343,7.745,10.705,6.779,7.805,6.901,13.802,9.044,10.656,7.441,7.268,7.169,13.963,9.82,13.081,7.392,0
2852778,7,5.14,7.286,6.545,10.182,-1.64,12.95,10.464,8.753,6.699,6.635,8.642,2.274,7.069,7.569,12.209,7.327,-1.64,-1.64,11.298,5.551,10.615,9.287,11.136,7.577,3.046,12.18,9.143,7.761,5.65,4.724,10.641,5.18,6.107,9.206,8.707,6.529,5.932,6.751,-1.64,6.494,10.773,5.52,10.029,11.561,12.435,9.438,5.244,10.099,7.46,5.66,7.327,6.893,10.809,12.341,9.757,6.961,8.829,5.506,13.983,6.598,7.202,7.601,11.172,6.341,10.388,13.163,9.287,-1.333,7.251,10.97,10.134,13.04,9.713,8.188,11.129,5.773,9.767,6.693,10.613,12.216,12.906,8.316,10.566,8.206,11.516,8.61,10.695,7.394,8.024,7.182,13.939,8.749,10.792,7.338,8.15,8.379,13.912,10.492,13.145,7.334,0
2852779,6,4.677,7.472,6.164,9.299,-2.39,13.102,10.336,8.33,6.438,6.51,8.323,3.063,7.567,7.095,12.181,7.107,0.204,-2.39,11.764,5.505,10.686,9.143,11.479,7.421,2.901,12.417,9.327,8.076,5.61,4.183,10.221,6.327,5.562,9.191,8.215,6.922,5.957,6.782,-2.39,5.899,10.639,4.848,10.176,11.448,12.628,9.495,6.061,9.815,6.975,5.136,7.455,7.082,10.877,12.51,10.288,7.557,8.815,5.435,14.015,6.382,6.373,7.84,10.697,5.846,10.328,13.159,8.922,3.592,7.466,11.135,10.295,13.153,9.563,8.048,11.038,5.482,9.333,6.605,10.588,12.362,12.845,8.37,10.648,7.757,11.491,7.686,10.61,6.783,7.957,6.545,14.001,9.159,10.354,7.245,7.403,7.688,13.961,9.724,13.263,6.448,0
2852780,9,4.651,6.145,5.698,8.829,-2.614,12.782,10.543,7.81,7.489,5.174,8.895,4.002,7.112,7.244,12.188,7.031,-2.614,-2.614,11.388,5.298,10.505,9.149,10.771,7.627,0.7,11.992,9.403,8.555,5.391,5.224,10.934,5.344,5.096,8.877,8.406,6.873,7.606,6.441,-2.614,4.745,10.091,4.62,9.786,11.163,12.302,8.72,4.846,9.772,7.479,5.055,6.577,7.461,10.968,12.059,9.911,6.806,8.639,5.446,13.638,6.588,6.596,7.411,10.071,6.161,10.316,12.899,5.318,3.787,7.695,11.305,9.943,12.506,8.866,8.162,10.867,5.26,9.568,6.752,10.438,12.024,12.548,7.839,10.49,8.413,11.226,8.046,10.412,7.109,8.616,6.745,13.328,9.296,10.454,7.843,7.566,7.625,13.179,9.035,12.961,5.389,0
2852781,9,3.799,7.281,5.96,8.696,-4.136,12.747,10.296,7.851,7.119,6.676,8.746,4.798,7.49,7.664,11.897,7.219,-4.136,-2.326,11.501,5.735,10.437,9.221,11.24,7.665,3.232,12.099,9.401,8.952,5.59,4.932,10.193,5.467,5.17,8.784,7.821,7.182,6.809,6.7,-0.582,5.886,10.214,4.438,10.128,11.025,12.468,8.931,5.574,9.484,6.643,5.055,6.949,6.937,10.782,12.075,9.884,7.306,8.674,5.647,13.468,5.657,6.938,7.604,10.015,5.857,10.005,12.85,6.481,4.176,8.397,11.015,10.244,12.734,8.981,8.024,10.73,4.788,9.285,6.788,10.361,12.425,12.492,8.073,10.319,7.838,11.247,7.896,10.49,7.399,8.244,6.601,13.504,9.897,10.036,7.752,7.995,8.338,13.462,9.093,13.079,5.648,0
2852782,7,3.483,6.955,5.213,7.854,-3.685,12.671,10.895,8.241,6.942,4.626,8.841,5.35,7.26,7.322,12.059,6.538,-3.685,-3.685,11.522,5.728,10.941,9.036,10.754,7.893,1.823,11.817,9.457,7.937,5.794,5.425,10.77,5.149,4.383,8.926,7.827,7.182,7.883,6.862,-3.685,5.267,10.295,4.422,10.042,11.013,12.173,8.657,5.168,9.403,6.783,5.345,6.394,7.28,10.264,12.086,9.919,7.072,8.476,5.924,13.375,6.104,6.562,7.55,10.129,5.901,10.63,13.071,6.014,4.415,7.704,11.566,10.04,12.61,8.957,8.484,11.107,5.43,9.979,6.471,10.576,12.425,12.575,8.198,10.781,8.144,11.095,7.364,10.772,7.404,8.627,6.53,13.296,9.47,10.289,7.911,7.67,7.796,13.254,8.593,12.833,5.902,0
2852783,8,4.334,8.025,6.06,8.636,-3.474,12.948,10.698,8.633,7.241,5.803,9.102,4.507,7.731,8.046,12.054,6.466,-1.895,-3.474,11.674,6.023,10.72,8.964,11.22,7.798,1.414,12.332,9.47,8.311,5.736,5.385,10.707,5.625,5.18,8.904,7.887,7.164,8.008,7.181,0.133,6.411,10.715,4.258,10.588,11.369,12.325,9.315,5.803,9.359,6.903,5.582,6.964,5.828,10.416,12.488,9.821,7.535,8.402,5.268,13.787,5.225,7.441,7.647,10.16,6.204,9.581,13.329,6.713,4.056,7.602,11.554,10.307,13.09,9.2,8.191,11.215,5.465,9.914,6.182,10.612,12.824,12.863,7.991,11.046,7.92,10.673,8.048,11.109,8.005,8.51,6.854,13.544,9.633,10.017,7.978,8.332,8.756,13.837,8.511,13.291,6.114,0
2852784,10,3.738,6.623,6.061,9.683,-2.78,12.978,10.522,8.093,6.631,4.81,8.533,4.536,6.641,7.6,12.239,7.138,-2.78,-2.78,11.123,5.581,10.747,9.345,10.804,7.395,3.515,11.991,9.047,7.497,5.994,4.977,10.761,5.728,5.035,9.351,8.6,6.675,6.325,7.389,-2.78,6.289,10.399,4.828,9.557,11.566,12.302,9.301,6.946,10.302,7.802,5.581,6.991,7.35,10.635,12.414,9.526,6.661,8.818,5.526,13.568,6.982,7.436,7.051,10.41,5.871,10.432,12.913,5.808,5.942,7.391,11.183,9.792,12.754,9.625,8.196,11.407,6.851,9.846,6.678,10.624,11.914,12.667,8.236,10.425,7.872,11.413,8.242,10.576,7.64,8.052,6.989,13.808,8.567,10.698,7.697,8.009,7.901,13.489,10.044,12.839,6.872,0
2852785,7,4.17,6.619,5.909,6.931,-4.071,12.687,10.583,9.112,7.524,5.04,8.961,4.036,6.526,6.526,11.971,7.048,-4.071,-4.071,10.805,5.824,10.682,9.167,10.946,7.665,3.732,11.51,8.937,7.953,5.361,5.296,11.026,5.111,4.334,8.856,8.752,6.878,7.365,7.324,-4.071,6.363,10.074,4.478,10.028,11.789,12.223,9.204,4.68,10.228,7.056,5.407,6.72,6.966,11.105,11.964,9.558,5.988,8.621,5.158,13.393,6.02,6.179,6.83,10.964,6.125,10.362,12.782,5.407,4.993,7.34,10.921,9.801,12.598,9.472,7.982,11.04,4.903,10.009,6.263,10.518,12.373,12.669,8.131,10.042,7.902,11.036,7.552,10.45,7.673,8.399,6.545,13.799,9.462,10.965,7.899,7.06,8.437,13.51,7.78,12.439,5.436,0
2852786,9,5.08,7.589,6.534,10.205,-1.633,13.194,10.396,7.928,6.641,5.83,8.348,4.209,7.161,7.398,11.859,7.395,-1.633,-1.633,11.285,5.948,10.597,9.135,11.546,7.384,4.29,12.029,9.21,7.516,5.44,4.719,10.146,5.389,6.593,8.959,8.435,6.746,6.322,6.336,-1.633,4.583,10.676,4.882,9.882,11.346,12.609,9.302,6.116,9.885,6.822,5.555,6.49,6.694,10.448,12.566,9.89,8.353,8.468,5.731,13.853,6.055,7.087,7.279,10.718,6.513,10.346,13.099,9.557,3.829,7.664,11.053,10.078,13.105,9.475,8.075,11.153,5.861,9.886,7.267,10.694,12.136,12.828,8.333,10.49,7.991,11.099,8.537,10.866,7.157,8.045,6.928,13.714,9.067,10.542,7.48,7.735,7.738,13.948,10.339,13.254,7.068,0
2852787,3,5.57,7.454,6.308,9.547,-1.915,13.237,10.598,8.549,7.458,6.524,8.757,3.072,7.576,7.214,11.897,6.947,-1.915,3.574,11.418,6.739,11.056,9.267,11.229,7.582,3.892,12.291,9.336,7.5,5.799,5.591,10.428,5.838,5.793,9.018,8.105,6.986,7.081,7.119,-1.915,5.863,10.927,4.178,10.515,11.47,12.408,9.355,5.531,9.922,6.993,6.003,7.095,7.081,10.725,12.447,9.621,7.723,8.769,5.382,13.891,6.252,6.819,7.37,10.64,6.53,10.339,13.137,8.562,3.01,7.554,11.096,10.136,13.148,9.557,8.208,11.246,5.391,9.739,6.886,10.877,12.385,12.898,8.2,10.934,7.919,11.342,8.475,10.789,7.587,8.35,7.455,14.163,9.154,10.639,7.638,7.726,8.521,13.87,10.086,13.219,7.324,0
2852788,2,4.715,7.492,6.253,9.018,-3.422,12.999,10.435,8.464,7.086,6.817,8.951,4.743,7.273,7.691,11.9,7.04,-3.422,-3.422,11.243,5.497,10.53,9.163,11.206,7.579,3.623,12.115,9.221,7.561,5.475,5.079,10.218,5.487,5.758,8.792,8.557,7.045,6.8,6.804,-3.422,6.025,10.281,4.582,10.376,11.361,12.36,9.082,6.194,9.8,6.723,5.649,6.911,7.175,10.9,12.229,9.735,6.999,8.691,5.133,13.634,7.168,7.061,7.416,10.587,6.268,9.822,12.898,8.754,4.333,7.393,10.803,9.989,12.692,9.438,7.89,10.867,5.133,9.48,6.385,10.317,12.16,12.505,8.279,10.498,7.668,11.259,7.967,10.562,7.672,7.96,6.908,13.616,8.912,10.333,7.612,8.072,8.331,13.721,9.128,12.968,6.006,0
2852789,8,4.886,6.453,6.233,10.798,-2.413,13.21,10.25,7.348,6.821,5.307,8.182,4.471,7.31,7.162,12.056,7.454,-2.413,-2.413,11.287,5.431,10.395,9.403,10.818,7.319,3.435,12.355,9.419,8.369,5.136,4.421,9.357,5.508,5.34,9.089,8.644,6.705,5.565,6.698,-2.413,5.617,10.507,4.726,9.112,12.434,12.537,9.38,5.455,10.5,7.371,5.376,7.33,6.811,11.372,12.599,10.105,7.016,8.814,5.487,13.999,6.035,6.67,7.413,10.618,6.074,10.517,13.157,7.592,3.472,7.98,11.021,9.926,12.983,9.697,8.257,10.987,5.625,9.036,7.893,10.556,12.336,12.874,8.091,10.34,8.052,11.795,8.135,10.465,6.719,8.182,6.966,13.714,9.445,10.916,7.066,7.407,7.971,13.794,11.07,13.155,6.686,0
2852791,9,5.119,6.831,6.705,10.657,-1.717,13.412,10.743,6.496,6.717,5.192,8.852,4.473,7.634,7.685,11.862,7.007,-1.717,-1.717,11.523,6.344,10.892,9.002,11.423,7.44,4.865,12.497,9.309,7.27,5.815,3.872,10.072,5.38,5.685,8.876,8.379,6.635,6.72,6.699,-1.717,5.122,10.865,5.135,9.606,11.756,12.591,9.928,5.348,9.467,6.572,5.954,7.763,6.193,10.753,12.916,10.142,7.627,8.503,5.483,14.181,5.487,7.552,7.528,10.498,6.097,9.684,13.436,8.209,2.771,7.183,10.924,10.288,13.45,9.656,7.836,11.202,6.01,9.522,6.747,10.679,12.254,13.1,7.558,11.059,7.578,11.499,8.441,10.988,7.382,8.289,6.618,13.943,8.557,10.409,7.158,8.299,7.712,14.227,10.152,13.598,6.886,0
2852792,2,3.843,6.654,6.115,5.917,-4.575,12.83,10.945,8.717,7.518,5.174,9.256,4.04,7.349,7.588,12.213,6.874,-4.575,-4.575,11.522,5.301,11.014,8.894,11.188,7.99,2.659,11.985,9.059,8.495,5.448,6.105,11.581,5.819,4.62,9.046,8.638,7.571,8.374,7.015,-4.575,5.623,10.077,4.668,10.131,11.526,12.373,9.201,5.846,9.936,7.563,5.498,6.757,7.632,10.718,12.121,9.917,6.362,8.471,5.117,13.474,6.408,7.177,7.246,10.832,6.207,10.329,12.936,5.997,4.618,7.862,11.361,10.169,12.594,9.241,7.822,11.18,5.277,10.127,6.354,10.611,12.585,12.482,8.177,10.721,8.356,11.323,7.847,10.644,7.936,8.413,6.507,13.565,9.542,10.936,7.919,8.343,7.225,13.349,7.391,12.99,5.989,0
2852793,2,3.723,6.029,6.214,7.5,-4.613,12.694,10.601,8.151,6.376,4.521,8.33,3.941,6.417,7.059,12.169,5.977,-4.613,-4.613,10.996,5.116,10.512,8.973,10.812,7.274,2.045,12.251,9.153,7.046,4.492,5.266,9.545,5.168,4.816,8.917,8.676,7.199,6.478,6.718,-4.613,4.991,10.226,5.086,8.972,11.928,12.607,9.517,5.168,10.812,7.621,5.379,6.215,6.534,10.4,11.936,9.246,6.159,8.227,4.694,13.601,6.279,6.457,6.686,10.781,5.633,10.467,12.742,7.146,2.908,7.259,10.68,9.718,12.401,9.531,7.981,10.778,4.472,9.425,5.465,9.657,12.227,12.138,7.6,9.434,7.884,11.376,7.656,10.459,6.805,7.667,6.105,13.351,8.311,11.161,6.756,7.518,7.546,13.611,7.749,12.797,5.302,0
2852794,4,5.107,6.66,6.37,9.173,-2.614,13.048,11.188,7.787,6.611,6.037,8.563,4.565,7.516,7.151,11.94,6.645,-2.614,-2.614,11.67,5.613,10.751,8.959,11.017,7.426,3.928,12.051,9.436,7.407,5.532,4.861,10.175,5.571,5.055,8.976,8.503,6.786,6.584,6.432,-2.614,6.165,10.384,4.696,9.59,11.265,12.42,9.029,5.701,9.567,7.098,5.451,7.008,7.029,10.914,12.209,10.114,7.052,8.675,5.03,13.798,6.767,6.381,7.355,10.396,6.054,9.923,13.138,7.287,3.606,7.32,11.209,10.016,12.812,9.127,7.988,10.84,6.013,9.466,6.331,10.325,12.077,12.643,7.853,10.647,7.794,11.291,8.076,10.551,6.965,8.011,7.097,13.552,9.04,10.288,7.265,7.616,7.943,13.584,9.71,13.05,7.318,0
2852795,3,3.962,6.74,6.394,9.886,-3.027,13.113,10.436,7.504,7.705,5.122,8.914,4.574,7.022,7.02,11.833,7.384,-3.027,-3.027,11.256,5.499,10.596,9.218,11.207,7.374,3.657,12.083,9.446,8.07,5.439,5.559,10.078,5.33,5.122,8.928,8.534,6.731,7.089,7.189,-3.027,5.748,10.599,4.115,9.681,11.68,12.592,9.252,5.425,10.442,7.346,5.524,6.982,6.974,11.559,12.455,9.949,6.963,8.859,5.957,13.936,5.884,6.315,7.054,10.508,5.898,10.444,13.082,6.585,4.77,7.952,10.908,9.837,12.877,9.623,8.114,10.938,5.25,9.642,7.698,10.558,12.261,12.715,8.198,10.245,7.944,11.596,7.977,10.515,7.072,8.531,6.903,13.789,9.28,10.848,7.879,7.34,8.219,13.659,10.365,12.948,5.888,0
2852797,7,4.205,6.504,6.589,9.326,-2.889,13.4,10.758,7.507,6.862,4.299,9.021,4.588,7.727,7.627,11.977,7.08,-2.889,-2.889,11.734,5.553,10.988,9.005,11.527,7.437,2.679,12.434,9.349,7.959,5.646,5.211,10.386,5.609,5,9.115,8.273,7.324,6.687,7.229,-2.889,5.649,10.529,4.592,9.482,11.817,12.627,9.625,5.83,10.12,6.952,6.171,6.997,6.816,10.686,12.813,9.894,7.231,8.522,5.709,13.952,5.802,6.929,7.432,10.233,6.083,10.374,13.282,5.61,3.801,7.664,11.094,10.064,13.154,9.522,7.882,11.308,5.342,9.723,6.491,10.662,12.627,12.945,8.056,11.02,7.584,11.421,8.196,10.9,7.544,8.001,6.503,13.663,9.43,10.872,7.592,7.833,7.887,14.003,9.271,13.268,6.645,0
2852798,10,5.067,7.681,6.293,10.102,-2.413,13.123,10.606,7.721,6.203,5.937,8.88,3.846,7.644,7.055,11.922,6.549,-2.413,2.586,11.664,6.139,10.866,9,11.42,7.331,4.058,12.502,9.231,8.197,5.982,5.128,9.603,5.864,6.533,9.029,7.691,7.015,6.742,6.854,-2.413,5.822,10.83,4.391,10.377,11.491,12.641,9.555,5.468,9.51,6.953,5.91,7.148,5.852,10.885,12.913,10.067,7.538,8.585,5.502,13.984,5.848,6.281,7.885,10.699,6.159,9.616,13.295,9.276,3.947,7.703,11.2,10.159,13.204,9.404,7.916,11.006,5.654,9.663,7.116,10.947,12.753,12.904,8.167,11.258,8.065,11.1,7.273,10.876,7.091,8.206,6.943,13.904,9.46,10.422,7.378,7.383,8.163,14.117,10.123,13.498,6.582,0
2852799,10,4.484,7.292,6.092,9.424,-2.745,13.005,10.596,8.087,6.739,6.049,8.8,4.104,7.559,7.166,12.106,6.695,-2.745,-2.745,11.778,5.253,10.743,8.829,11.218,7.425,2.19,12.318,9.107,8.027,5.454,6.042,10.042,5.411,5.939,9.023,8.116,6.719,6.813,6.948,-2.745,6.273,10.661,4.275,10.009,11.608,12.612,9.584,5.244,9.672,6.692,5.735,7.031,5.605,10.741,12.789,9.859,7.24,8.504,5.467,13.939,5.03,6.973,7.474,10.281,5.964,9.471,13.395,7.529,3.482,7.544,11.168,10.245,13.184,9.498,8.066,11.141,4.984,9.561,6.52,10.639,12.569,12.959,7.734,10.947,7.763,10.9,7.501,10.838,7.335,8.169,6.517,13.768,9.539,10.461,7.672,7.502,8.299,14.052,9.179,13.391,6.292,0
2852800,7,4.83,6.536,5.93,9.021,-3.114,12.719,10.148,7.635,6.218,4.987,8.243,5.337,7.247,7.792,11.621,6.707,-3.114,-3.114,11.425,5.534,10.373,8.792,10.92,7.327,3.532,12.22,9.206,8.111,5.073,6.15,9.975,5.387,5.505,8.551,8.09,6.975,5.455,6.119,-3.114,5.844,10.051,4.691,9.851,11.309,12.42,9.234,5.515,9.486,6.59,5.857,7.029,6.699,10.679,12.244,10.134,6.917,9.283,5.46,13.515,5.707,7.152,7.717,9.956,7.856,9.454,12.871,8.689,2.72,8.199,10.813,9.991,13.058,9.199,8.449,10.675,5.577,9.535,6.562,10.699,12.429,12.699,7.827,10.641,8.091,11.178,8.011,10.447,7.553,8.099,7.249,13.404,8.951,10.271,7.624,8.26,7.974,13.676,8.857,12.936,6.688,0
2852801,7,4.887,7.288,5.885,9.337,-2.948,13.125,10.515,7.582,6.528,5.26,8.728,4.453,7.456,7.727,11.708,6.896,-2.948,-2.948,11.654,5.742,10.619,8.818,11.254,7.735,2.916,11.996,9.035,8.306,6.019,4.61,10.614,5.339,4.671,8.904,7.606,7.273,7.498,7.024,-2.948,6.18,10.404,4.439,10.46,11.241,12.673,9.367,5.419,9.396,6.865,5.394,6.874,6.87,10.374,12.693,9.921,7.566,8.466,5.805,13.745,5.437,7.117,7.897,10.093,6.421,9.793,13.318,6.027,4.428,7.896,11.278,10.209,13.136,9.28,8.04,10.976,5.133,9.871,6.936,10.73,12.577,12.935,8.366,10.983,7.938,11.239,8.109,10.722,7.922,8.516,6.64,13.479,9.49,10.386,8.012,8.197,8.785,13.802,9.401,13.122,6.464,0
2852802,4,4.689,7.207,6.525,8.879,-3.121,13.045,10.586,7.755,6.075,6.317,8.656,5.025,7.649,8.322,12.209,6.842,-3.121,-3.121,11.95,5.745,10.682,8.943,11.309,7.711,0.998,12.247,9.287,8.643,5.695,4.421,10.282,5.39,5.679,8.914,7.792,7.205,5.957,6.629,-3.121,5.524,10.49,4.483,9.927,11.275,12.665,9.451,6.35,9.255,6.782,5.336,6.959,5.637,10.642,12.738,10.114,7.628,8.616,5.175,13.897,5.221,7.441,7.975,10.281,5.971,9.719,13.312,7.515,2.96,7.858,11.364,10.437,13.171,9.404,8.218,11.096,4.713,9.749,6.5,10.829,12.782,12.945,8.225,11.153,8.053,11.326,8.076,10.847,7.746,8.2,6.504,13.977,9.458,10.309,7.715,8.876,8.137,13.911,9.01,13.411,6.18,0
